"","year","month","date","count","demonth","wkday","deseason"
"356",2013,12,2013-12-22,505,-80.5403225806451,"Sun",22.4366106867191
"357",2013,12,2013-12-23,707,121.459677419355,"Mon",118.086713826336
"358",2013,12,2013-12-24,515,-70.5403225806451,"Tues",-95.2105779120289
"359",2013,12,2013-12-25,257,-328.540322580645,"Wed",-347.68985069075
"360",2013,12,2013-12-26,428,-157.540322580645,"Thurs",-184.322259241452
"361",2013,12,2013-12-27,476,-109.540322580645,"Fri",-178.972149913881
"362",2013,12,2013-12-28,475,-110.540322580645,"Sat",-69.6341708018781
"363",2013,12,2013-12-29,394,-191.540322580645,"Sun",-88.5633893132809
"364",2013,12,2013-12-30,476,-109.540322580645,"Mon",-112.913286173664
"365",2013,12,2013-12-31,465,-120.540322580645,"Tues",-145.210577912029
"366",2014,1,2014-01-01,399,-137.596774193548,"Wed",-156.746302303653
"367",2014,1,2014-01-02,603,66.4032258064516,"Thurs",39.6212891456446
"368",2014,1,2014-01-03,423,-113.596774193548,"Fri",-183.028601526784
"369",2014,1,2014-01-04,418,-118.596774193548,"Sat",-77.6906224147814
"370",2014,1,2014-01-05,320,-216.596774193548,"Sun",-113.619840926184
"371",2014,1,2014-01-06,518,-18.5967741935484,"Mon",-21.9697377865676
"372",2014,1,2014-01-07,491,-45.5967741935484,"Tues",-70.2670295249322
"373",2014,1,2014-01-08,616,79.4032258064516,"Wed",60.2536976963468
"374",2014,1,2014-01-09,561,24.4032258064516,"Thurs",-2.37871085435544
"375",2014,1,2014-01-10,667,130.403225806452,"Fri",60.9713984732157
"376",2014,1,2014-01-11,465,-71.5967741935484,"Sat",-30.6906224147814
"377",2014,1,2014-01-12,388,-148.596774193548,"Sun",-45.6198409261842
"378",2014,1,2014-01-13,568,31.4032258064516,"Mon",28.0302622134324
"379",2014,1,2014-01-14,558,21.4032258064516,"Tues",-3.26702952493217
"380",2014,1,2014-01-15,583,46.4032258064516,"Wed",27.2536976963468
"381",2014,1,2014-01-16,521,-15.5967741935484,"Thurs",-42.3787108543554
"382",2014,1,2014-01-17,589,52.4032258064516,"Fri",-17.0286015267843
"383",2014,1,2014-01-18,448,-88.5967741935484,"Sat",-47.6906224147814
"384",2014,1,2014-01-19,380,-156.596774193548,"Sun",-53.6198409261842
"385",2014,1,2014-01-20,360,-176.596774193548,"Mon",-179.969737786568
"386",2014,1,2014-01-21,1161,624.403225806452,"Tues",599.732970475068
"387",2014,1,2014-01-22,498,-38.5967741935484,"Wed",-57.7463023036532
"388",2014,1,2014-01-23,612,75.4032258064516,"Thurs",48.6212891456446
"389",2014,1,2014-01-24,705,168.403225806452,"Fri",98.9713984732157
"390",2014,1,2014-01-25,475,-61.5967741935484,"Sat",-20.6906224147814
"391",2014,1,2014-01-26,465,-71.5967741935484,"Sun",31.3801590738158
"392",2014,1,2014-01-27,511,-25.5967741935484,"Mon",-28.9697377865676
"393",2014,1,2014-01-28,504,-32.5967741935484,"Tues",-57.2670295249322
"394",2014,1,2014-01-29,649,112.403225806452,"Wed",93.2536976963468
"395",2014,1,2014-01-30,657,120.403225806452,"Thurs",93.6212891456446
"396",2014,1,2014-01-31,560,23.4032258064516,"Fri",-46.0286015267843
"397",2014,2,2014-02-01,507,-40.1327433628319,"Sat",0.773408415935094
"398",2014,2,2014-02-02,417,-130.132743362832,"Sun",-27.1558100954676
"399",2014,2,2014-02-03,960,412.867256637168,"Mon",409.494293044149
"400",2014,2,2014-02-04,613,65.8672566371681,"Tues",41.1970013057844
"401",2014,2,2014-02-05,468,-79.1327433628319,"Wed",-98.2822714729366
"402",2014,2,2014-02-06,569,21.8672566371681,"Thurs",-4.91468002363891
"403",2014,2,2014-02-07,675,127.867256637168,"Fri",58.4354293039322
"404",2014,2,2014-02-08,424,-123.132743362832,"Sat",-82.2265915840649
"405",2014,2,2014-02-09,450,-97.1327433628319,"Sun",5.84418990453236
"406",2014,2,2014-02-10,677,129.867256637168,"Mon",126.494293044149
"407",2014,2,2014-02-11,636,88.8672566371681,"Tues",64.1970013057844
"408",2014,2,2014-02-12,640,92.8672566371681,"Wed",73.7177285270634
"409",2014,2,2014-02-13,447,-100.132743362832,"Thurs",-126.914680023639
"410",2014,2,2014-02-14,791,243.867256637168,"Fri",174.435429303932
"411",2014,2,2014-02-15,516,-31.1327433628319,"Sat",9.77340841593509
"412",2014,2,2014-02-16,464,-83.1327433628319,"Sun",19.8441899045324
"413",2014,2,2014-02-17,491,-56.1327433628319,"Mon",-59.5057069558511
"414",2014,2,2014-02-18,518,-29.1327433628319,"Tues",-53.8029986942156
"415",2014,2,2014-02-19,552,4.86725663716811,"Wed",-14.2822714729366
"416",2014,2,2014-02-20,556,8.86725663716811,"Thurs",-17.9146800236389
"417",2014,2,2014-02-21,545,-2.13274336283189,"Fri",-71.5645706960678
"418",2014,2,2014-02-22,587,39.8672566371681,"Sat",80.7734084159351
"419",2014,2,2014-02-23,414,-133.132743362832,"Sun",-30.1558100954676
"420",2014,2,2014-02-24,569,21.8672566371681,"Mon",18.4942930441489
"421",2014,2,2014-02-25,512,-35.1327433628319,"Tues",-59.8029986942156
"422",2014,2,2014-02-26,511,-36.1327433628319,"Wed",-55.2822714729366
"423",2014,2,2014-02-27,571,23.8672566371681,"Thurs",-2.91468002363891
"424",2014,2,2014-02-28,655,107.867256637168,"Fri",38.4354293039322
"425",2014,3,2014-03-01,497,-58.0806451612904,"Sat",-17.1744933825234
"426",2014,3,2014-03-02,344,-211.08064516129,"Sun",-108.103711893926
"427",2014,3,2014-03-03,439,-116.08064516129,"Mon",-119.45360875431
"428",2014,3,2014-03-04,531,-24.0806451612904,"Tues",-48.7509004926741
"429",2014,3,2014-03-05,491,-64.0806451612904,"Wed",-83.2301732713951
"430",2014,3,2014-03-06,558,2.91935483870964,"Thurs",-23.8625818220974
"431",2014,3,2014-03-07,533,-22.0806451612904,"Fri",-91.5124724945263
"432",2014,3,2014-03-08,515,-40.0806451612904,"Sat",0.82550661747662
"433",2014,3,2014-03-09,404,-151.08064516129,"Sun",-48.1037118939261
"434",2014,3,2014-03-10,513,-42.0806451612904,"Mon",-45.4536087543095
"435",2014,3,2014-03-11,510,-45.0806451612904,"Tues",-69.7509004926741
"436",2014,3,2014-03-12,515,-40.0806451612904,"Wed",-59.2301732713951
"437",2014,3,2014-03-13,545,-10.0806451612904,"Thurs",-36.8625818220974
"438",2014,3,2014-03-14,585,29.9193548387096,"Fri",-39.5124724945263
"439",2014,3,2014-03-15,519,-36.0806451612904,"Sat",4.82550661747662
"440",2014,3,2014-03-16,412,-143.08064516129,"Sun",-40.1037118939261
"441",2014,3,2014-03-17,519,-36.0806451612904,"Mon",-39.4536087543095
"442",2014,3,2014-03-18,551,-4.08064516129036,"Tues",-28.7509004926741
"443",2014,3,2014-03-19,525,-30.0806451612904,"Wed",-49.2301732713951
"444",2014,3,2014-03-20,627,71.9193548387096,"Thurs",45.1374181779026
"445",2014,3,2014-03-21,589,33.9193548387096,"Fri",-35.5124724945263
"446",2014,3,2014-03-22,493,-62.0806451612904,"Sat",-21.1744933825234
"447",2014,3,2014-03-23,427,-128.08064516129,"Sun",-25.1037118939261
"448",2014,3,2014-03-24,547,-8.08064516129036,"Mon",-11.4536087543095
"449",2014,3,2014-03-25,474,-81.0806451612904,"Tues",-105.750900492674
"450",2014,3,2014-03-26,563,7.91935483870964,"Wed",-11.2301732713951
"451",2014,3,2014-03-27,538,-17.0806451612904,"Thurs",-43.8625818220974
"452",2014,3,2014-03-28,530,-25.0806451612904,"Fri",-94.5124724945263
"453",2014,3,2014-03-29,569,13.9193548387096,"Sat",54.8255066174766
"454",2014,3,2014-03-30,437,-118.08064516129,"Sun",-15.1037118939261
"455",2014,3,2014-03-31,558,2.91935483870964,"Mon",-0.45360875430953
"456",2014,4,2014-04-01,549,-16.9583333333334,"Tues",-41.6285886647171
"457",2014,4,2014-04-02,518,-47.9583333333334,"Wed",-67.1078614434381
"458",2014,4,2014-04-03,592,26.0416666666666,"Thurs",-0.740269994140395
"459",2014,4,2014-04-04,622,56.0416666666666,"Fri",-13.3901606665693
"460",2014,4,2014-04-05,579,13.0416666666666,"Sat",53.9478184454336
"461",2014,4,2014-04-06,484,-81.9583333333334,"Sun",21.0185999340309
"462",2014,4,2014-04-07,532,-33.9583333333334,"Mon",-37.3312969263525
"463",2014,4,2014-04-08,606,40.0416666666666,"Tues",15.3714113352829
"464",2014,4,2014-04-09,595,29.0416666666666,"Wed",9.89213855656187
"465",2014,4,2014-04-10,644,78.0416666666666,"Thurs",51.2597300058596
"466",2014,4,2014-04-11,607,41.0416666666666,"Fri",-28.3901606665693
"467",2014,4,2014-04-12,578,12.0416666666666,"Sat",52.9478184454336
"468",2014,4,2014-04-13,482,-83.9583333333334,"Sun",19.0185999340309
"469",2014,4,2014-04-14,510,-55.9583333333334,"Mon",-59.3312969263525
"470",2014,4,2014-04-15,451,-114.958333333333,"Tues",-139.628588664717
"471",2014,4,2014-04-16,570,4.04166666666663,"Wed",-15.1078614434381
"472",2014,4,2014-04-17,508,-57.9583333333334,"Thurs",-84.7402699941404
"473",2014,4,2014-04-18,496,-69.9583333333334,"Fri",-139.390160666569
"474",2014,4,2014-04-19,525,-40.9583333333334,"Sat",-0.0521815545663884
"475",2014,4,2014-04-20,393,-172.958333333333,"Sun",-69.9814000659691
"476",2014,4,2014-04-21,520,-45.9583333333334,"Mon",-49.3312969263525
"477",2014,4,2014-04-22,459,-106.958333333333,"Tues",-131.628588664717
"478",2014,4,2014-04-23,536,-29.9583333333334,"Wed",-49.1078614434381
"479",2014,4,2014-04-24,586,20.0416666666666,"Thurs",-6.74026999414039
"480",2014,4,2014-04-25,617,51.0416666666666,"Fri",-18.3901606665693
"481",2014,4,2014-04-26,547,-18.9583333333334,"Sat",21.9478184454336
"482",2014,4,2014-04-27,449,-116.958333333333,"Sun",-13.9814000659691
"483",2014,4,2014-04-28,597,31.0416666666666,"Mon",27.6687030736475
"484",2014,4,2014-04-29,555,-10.9583333333334,"Tues",-35.6285886647171
"485",2014,4,2014-04-30,651,85.0416666666666,"Wed",65.8921385565619
"486",2014,5,2014-05-01,650,36.4758064516129,"Thurs",9.6938697908059
"487",2014,5,2014-05-02,698,84.4758064516129,"Fri",15.043979118377
"488",2014,5,2014-05-03,590,-23.5241935483871,"Sat",17.3819582303799
"489",2014,5,2014-05-04,451,-162.524193548387,"Sun",-59.5472602810228
"490",2014,5,2014-05-05,618,4.47580645161293,"Mon",1.10284285859376
"491",2014,5,2014-05-06,565,-48.5241935483871,"Tues",-73.1944488797708
"492",2014,5,2014-05-07,603,-10.5241935483871,"Wed",-29.6737216584918
"493",2014,5,2014-05-08,596,-17.5241935483871,"Thurs",-44.3061302091941
"494",2014,5,2014-05-09,584,-29.5241935483871,"Fri",-98.956020881623
"495",2014,5,2014-05-10,549,-64.5241935483871,"Sat",-23.6180417696201
"496",2014,5,2014-05-11,584,-29.5241935483871,"Sun",73.4527397189772
"497",2014,5,2014-05-12,581,-32.5241935483871,"Mon",-35.8971571414062
"498",2014,5,2014-05-13,560,-53.5241935483871,"Tues",-78.1944488797708
"499",2014,5,2014-05-14,636,22.4758064516129,"Wed",3.32627834150817
"500",2014,5,2014-05-15,659,45.4758064516129,"Thurs",18.6938697908059
"501",2014,5,2014-05-16,700,86.4758064516129,"Fri",17.043979118377
"502",2014,5,2014-05-17,618,4.47580645161293,"Sat",45.3819582303799
"503",2014,5,2014-05-18,507,-106.524193548387,"Sun",-3.54726028102283
"504",2014,5,2014-05-19,572,-41.5241935483871,"Mon",-44.8971571414062
"505",2014,5,2014-05-20,650,36.4758064516129,"Tues",11.8055511202292
"506",2014,5,2014-05-21,575,-38.5241935483871,"Wed",-57.6737216584918
"507",2014,5,2014-05-22,593,-20.5241935483871,"Thurs",-47.3061302091941
"508",2014,5,2014-05-23,660,46.4758064516129,"Fri",-22.956020881623
"509",2014,5,2014-05-24,486,-127.524193548387,"Sat",-86.6180417696201
"510",2014,5,2014-05-25,472,-141.524193548387,"Sun",-38.5472602810228
"511",2014,5,2014-05-26,433,-180.524193548387,"Mon",-183.897157141406
"512",2014,5,2014-05-27,645,31.4758064516129,"Tues",6.80555112022917
"513",2014,5,2014-05-28,538,-75.5241935483871,"Wed",-94.6737216584918
"514",2014,5,2014-05-29,662,48.4758064516129,"Thurs",21.6938697908059
"515",2014,5,2014-05-30,650,36.4758064516129,"Fri",-32.956020881623
"516",2014,5,2014-05-31,587,-26.5241935483871,"Sat",14.3819582303799
"517",2014,6,2014-06-01,603,-20.8083333333333,"Sun",82.168599934031
"518",2014,6,2014-06-02,643,19.1916666666667,"Mon",15.8187030736476
"519",2014,6,2014-06-03,663,39.1916666666667,"Tues",14.521411335283
"520",2014,6,2014-06-04,582,-41.8083333333333,"Wed",-60.957861443438
"521",2014,6,2014-06-05,569,-54.8083333333333,"Thurs",-81.5902699941403
"522",2014,6,2014-06-06,743,119.191666666667,"Fri",49.7598393334308
"523",2014,6,2014-06-07,622,-1.80833333333328,"Sat",39.0978184454337
"524",2014,6,2014-06-08,516,-107.808333333333,"Sun",-4.83140006596904
"525",2014,6,2014-06-09,528,-95.8083333333333,"Mon",-99.1812969263524
"526",2014,6,2014-06-10,569,-54.8083333333333,"Tues",-79.478588664717
"527",2014,6,2014-06-11,576,-47.8083333333333,"Wed",-66.957861443438
"528",2014,6,2014-06-12,561,-62.8083333333333,"Thurs",-89.5902699941403
"529",2014,6,2014-06-13,708,84.1916666666667,"Fri",14.7598393334308
"530",2014,6,2014-06-14,612,-11.8083333333333,"Sat",29.0978184454337
"531",2014,6,2014-06-15,475,-148.808333333333,"Sun",-45.831400065969
"532",2014,6,2014-06-16,622,-1.80833333333328,"Mon",-5.18129692635245
"533",2014,6,2014-06-17,666,42.1916666666667,"Tues",17.521411335283
"534",2014,6,2014-06-18,663,39.1916666666667,"Wed",20.042138556562
"535",2014,6,2014-06-19,674,50.1916666666667,"Thurs",23.4097300058597
"536",2014,6,2014-06-20,765,141.191666666667,"Fri",71.7598393334308
"537",2014,6,2014-06-21,557,-66.8083333333333,"Sat",-25.9021815545663
"538",2014,6,2014-06-22,477,-146.808333333333,"Sun",-43.831400065969
"539",2014,6,2014-06-23,643,19.1916666666667,"Mon",15.8187030736476
"540",2014,6,2014-06-24,632,8.19166666666672,"Tues",-16.478588664717
"541",2014,6,2014-06-25,645,21.1916666666667,"Wed",2.04213855656197
"542",2014,6,2014-06-26,670,46.1916666666667,"Thurs",19.4097300058597
"543",2014,6,2014-06-27,660,36.1916666666667,"Fri",-33.2401606665692
"544",2014,6,2014-06-28,610,-13.8083333333333,"Sat",27.0978184454337
"545",2014,6,2014-06-29,537,-86.8083333333333,"Sun",16.168599934031
"546",2014,6,2014-06-30,609,-14.8083333333333,"Mon",-18.1812969263524
"547",2014,7,2014-07-01,616,22.008064516129,"Tues",-2.66219081525473
"548",2014,7,2014-07-02,658,64.008064516129,"Wed",44.8585364060243
"549",2014,7,2014-07-03,740,146.008064516129,"Thurs",119.226127855322
"550",2014,7,2014-07-04,360,-233.991935483871,"Fri",-303.423762817107
"551",2014,7,2014-07-05,505,-88.991935483871,"Sat",-48.085783705104
"552",2014,7,2014-07-06,451,-142.991935483871,"Sun",-40.0150022165067
"553",2014,7,2014-07-07,613,19.008064516129,"Mon",15.6351009231099
"554",2014,7,2014-07-08,593,-0.991935483870975,"Tues",-25.6621908152547
"555",2014,7,2014-07-09,569,-24.991935483871,"Wed",-44.1414635939757
"556",2014,7,2014-07-10,584,-9.99193548387098,"Thurs",-36.773872144678
"557",2014,7,2014-07-11,641,47.008064516129,"Fri",-22.4237628171069
"558",2014,7,2014-07-12,550,-43.991935483871,"Sat",-3.08578370510399
"559",2014,7,2014-07-13,439,-154.991935483871,"Sun",-52.0150022165067
"560",2014,7,2014-07-14,561,-32.991935483871,"Mon",-36.3648990768901
"561",2014,7,2014-07-15,587,-6.99193548387098,"Tues",-31.6621908152547
"562",2014,7,2014-07-16,551,-42.991935483871,"Wed",-62.1414635939757
"563",2014,7,2014-07-17,587,-6.99193548387098,"Thurs",-33.773872144678
"564",2014,7,2014-07-18,624,30.008064516129,"Fri",-39.4237628171069
"565",2014,7,2014-07-19,480,-113.991935483871,"Sat",-73.085783705104
"566",2014,7,2014-07-20,451,-142.991935483871,"Sun",-40.0150022165067
"567",2014,7,2014-07-21,557,-36.991935483871,"Mon",-40.3648990768901
"568",2014,7,2014-07-22,587,-6.99193548387098,"Tues",-31.6621908152547
"569",2014,7,2014-07-23,591,-2.99193548387098,"Wed",-22.1414635939757
"570",2014,7,2014-07-24,539,-54.991935483871,"Thurs",-81.773872144678
"571",2014,7,2014-07-25,653,59.008064516129,"Fri",-10.4237628171069
"572",2014,7,2014-07-26,534,-59.991935483871,"Sat",-19.085783705104
"573",2014,7,2014-07-27,476,-117.991935483871,"Sun",-15.0150022165067
"574",2014,7,2014-07-28,595,1.00806451612902,"Mon",-2.36489907689014
"575",2014,7,2014-07-29,526,-67.991935483871,"Tues",-92.6621908152547
"576",2014,7,2014-07-30,605,11.008064516129,"Wed",-8.14146359397573
"577",2014,7,2014-07-31,626,32.008064516129,"Thurs",5.226127855322
"578",2014,8,2014-08-01,667,82.3467741935484,"Fri",12.9149468603125
"579",2014,8,2014-08-02,540,-44.6532258064516,"Sat",-3.7470740276846
"580",2014,8,2014-08-03,476,-108.653225806452,"Sun",-5.67629253908734
"581",2014,8,2014-08-04,588,3.34677419354841,"Mon",-0.0261893994707538
"582",2014,8,2014-08-05,606,21.3467741935484,"Tues",-3.32348113783534
"583",2014,8,2014-08-06,562,-22.6532258064516,"Wed",-41.8027539165563
"584",2014,8,2014-08-07,585,0.346774193548413,"Thurs",-26.4351624672586
"585",2014,8,2014-08-08,601,16.3467741935484,"Fri",-53.0850531396875
"586",2014,8,2014-08-09,538,-46.6532258064516,"Sat",-5.7470740276846
"587",2014,8,2014-08-10,512,-72.6532258064516,"Sun",30.3237074609127
"588",2014,8,2014-08-11,604,19.3467741935484,"Mon",15.9738106005292
"589",2014,8,2014-08-12,491,-93.6532258064516,"Tues",-118.323481137835
"590",2014,8,2014-08-13,572,-12.6532258064516,"Wed",-31.8027539165563
"591",2014,8,2014-08-14,625,40.3467741935484,"Thurs",13.5648375327414
"592",2014,8,2014-08-15,522,-62.6532258064516,"Fri",-132.085053139687
"593",2014,8,2014-08-16,490,-94.6532258064516,"Sat",-53.7470740276846
"594",2014,8,2014-08-17,476,-108.653225806452,"Sun",-5.67629253908734
"595",2014,8,2014-08-18,595,10.3467741935484,"Mon",6.97381060052925
"596",2014,8,2014-08-19,516,-68.6532258064516,"Tues",-93.3234811378353
"597",2014,8,2014-08-20,551,-33.6532258064516,"Wed",-52.8027539165563
"598",2014,8,2014-08-21,567,-17.6532258064516,"Thurs",-44.4351624672586
"599",2014,8,2014-08-22,568,-16.6532258064516,"Fri",-86.0850531396875
"600",2014,8,2014-08-23,454,-130.653225806452,"Sat",-89.7470740276846
"601",2014,8,2014-08-24,437,-147.653225806452,"Sun",-44.6762925390873
"602",2014,8,2014-08-25,549,-35.6532258064516,"Mon",-39.0261893994708
"603",2014,8,2014-08-26,608,23.3467741935484,"Tues",-1.32348113783534
"604",2014,8,2014-08-27,538,-46.6532258064516,"Wed",-65.8027539165563
"605",2014,8,2014-08-28,618,33.3467741935484,"Thurs",6.56483753274139
"606",2014,8,2014-08-29,631,46.3467741935484,"Fri",-23.0850531396875
"607",2014,8,2014-08-30,510,-74.6532258064516,"Sat",-33.7470740276846
"608",2014,8,2014-08-31,495,-89.6532258064516,"Sun",13.3237074609127
"609",2014,9,2014-09-01,392,-214.458333333333,"Mon",-217.831296926353
"610",2014,9,2014-09-02,700,93.5416666666666,"Tues",68.8714113352829
"611",2014,9,2014-09-03,580,-26.4583333333334,"Wed",-45.6078614434381
"612",2014,9,2014-09-04,727,120.541666666667,"Thurs",93.7597300058596
"613",2014,9,2014-09-05,647,40.5416666666666,"Fri",-28.8901606665693
"614",2014,9,2014-09-06,553,-53.4583333333334,"Sat",-12.5521815545664
"615",2014,9,2014-09-07,477,-129.458333333333,"Sun",-26.4814000659691
"616",2014,9,2014-09-08,598,-8.45833333333337,"Mon",-11.8312969263525
"617",2014,9,2014-09-09,591,-15.4583333333334,"Tues",-40.1285886647171
"618",2014,9,2014-09-10,618,11.5416666666666,"Wed",-7.60786144343813
"619",2014,9,2014-09-11,619,12.5416666666666,"Thurs",-14.2402699941404
"620",2014,9,2014-09-12,730,123.541666666667,"Fri",54.1098393334307
"621",2014,9,2014-09-13,558,-48.4583333333334,"Sat",-7.55218155456639
"622",2014,9,2014-09-14,526,-80.4583333333334,"Sun",22.5185999340309
"623",2014,9,2014-09-15,609,2.54166666666663,"Mon",-0.831296926352538
"624",2014,9,2014-09-16,613,6.54166666666663,"Tues",-18.1285886647171
"625",2014,9,2014-09-17,658,51.5416666666666,"Wed",32.3921385565619
"626",2014,9,2014-09-18,649,42.5416666666666,"Thurs",15.7597300058596
"627",2014,9,2014-09-19,647,40.5416666666666,"Fri",-28.8901606665693
"628",2014,9,2014-09-20,594,-12.4583333333334,"Sat",28.4478184454336
"629",2014,9,2014-09-21,515,-91.4583333333334,"Sun",11.5185999340309
"630",2014,9,2014-09-22,661,54.5416666666666,"Mon",51.1687030736475
"631",2014,9,2014-09-23,592,-14.4583333333334,"Tues",-39.1285886647171
"632",2014,9,2014-09-24,565,-41.4583333333334,"Wed",-60.6078614434381
"633",2014,9,2014-09-25,490,-116.458333333333,"Thurs",-143.24026999414
"634",2014,9,2014-09-26,643,36.5416666666666,"Fri",-32.8901606665693
"635",2014,9,2014-09-27,600,-6.45833333333337,"Sat",34.4478184454336
"636",2014,9,2014-09-28,512,-94.4583333333334,"Sun",8.51859993403087
"637",2014,9,2014-09-29,566,-40.4583333333334,"Mon",-43.8312969263525
"638",2014,9,2014-09-30,589,-17.4583333333334,"Tues",-42.1285886647171
"639",2014,10,2014-10-01,559,-48.3225806451613,"Wed",-67.4721087552661
"640",2014,10,2014-10-02,558,-49.3225806451613,"Thurs",-76.1045173059684
"641",2014,10,2014-10-03,719,111.677419354839,"Fri",42.2455920216028
"642",2014,10,2014-10-04,531,-76.3225806451613,"Sat",-35.4164288663944
"643",2014,10,2014-10-05,505,-102.322580645161,"Sun",0.654352622202907
"644",2014,10,2014-10-06,639,31.6774193548387,"Mon",28.3044557618195
"645",2014,10,2014-10-07,620,12.6774193548387,"Tues",-11.9928359765451
"646",2014,10,2014-10-08,639,31.6774193548387,"Wed",12.5278912447339
"647",2014,10,2014-10-09,499,-108.322580645161,"Thurs",-135.104517305968
"648",2014,10,2014-10-10,541,-66.3225806451613,"Fri",-135.754407978397
"649",2014,10,2014-10-11,546,-61.3225806451613,"Sat",-20.4164288663944
"650",2014,10,2014-10-12,473,-134.322580645161,"Sun",-31.3456473777971
"651",2014,10,2014-10-13,451,-156.322580645161,"Mon",-159.695544238181
"652",2014,10,2014-10-14,696,88.6774193548387,"Tues",64.0071640234549
"653",2014,10,2014-10-15,575,-32.3225806451613,"Wed",-51.4721087552661
"654",2014,10,2014-10-16,602,-5.32258064516134,"Thurs",-32.1045173059684
"655",2014,10,2014-10-17,648,40.6774193548387,"Fri",-28.7544079783972
"656",2014,10,2014-10-18,493,-114.322580645161,"Sat",-73.4164288663944
"657",2014,10,2014-10-19,483,-124.322580645161,"Sun",-21.3456473777971
"658",2014,10,2014-10-20,591,-16.3225806451613,"Mon",-19.6955442381805
"659",2014,10,2014-10-21,607,-0.322580645161338,"Tues",-24.9928359765451
"660",2014,10,2014-10-22,708,100.677419354839,"Wed",81.5278912447339
"661",2014,10,2014-10-23,639,31.6774193548387,"Thurs",4.89548269403164
"662",2014,10,2014-10-24,669,61.6774193548387,"Fri",-7.75440797839724
"663",2014,10,2014-10-25,515,-92.3225806451613,"Sat",-51.4164288663944
"664",2014,10,2014-10-26,515,-92.3225806451613,"Sun",10.6543526222029
"665",2014,10,2014-10-27,642,34.6774193548387,"Mon",31.3044557618195
"666",2014,10,2014-10-28,571,-36.3225806451613,"Tues",-60.9928359765451
"667",2014,10,2014-10-29,555,-52.3225806451613,"Wed",-71.4721087552661
"668",2014,10,2014-10-30,626,18.6774193548387,"Thurs",-8.10451730596836
"669",2014,10,2014-10-31,668,60.6774193548387,"Fri",-8.75440797839724
"670",2014,11,2014-11-01,656,55.3333333333334,"Sat",96.2394851121004
"671",2014,11,2014-11-02,532,-68.6666666666666,"Sun",34.3102666006976
"672",2014,11,2014-11-03,625,24.3333333333334,"Mon",20.9603697403142
"673",2014,11,2014-11-04,538,-62.6666666666666,"Tues",-87.3369219980504
"674",2014,11,2014-11-05,554,-46.6666666666666,"Wed",-65.8161947767714
"675",2014,11,2014-11-06,652,51.3333333333334,"Thurs",24.5513966725263
"676",2014,11,2014-11-07,641,40.3333333333334,"Fri",-29.0984939999025
"677",2014,11,2014-11-08,543,-57.6666666666666,"Sat",-16.7605148878996
"678",2014,11,2014-11-09,419,-181.666666666667,"Sun",-78.6897333993024
"679",2014,11,2014-11-10,560,-40.6666666666666,"Mon",-44.0396302596858
"680",2014,11,2014-11-11,493,-107.666666666667,"Tues",-132.33692199805
"681",2014,11,2014-11-12,546,-54.6666666666666,"Wed",-73.8161947767714
"682",2014,11,2014-11-13,696,95.3333333333334,"Thurs",68.5513966725264
"683",2014,11,2014-11-14,651,50.3333333333334,"Fri",-19.0984939999025
"684",2014,11,2014-11-15,529,-71.6666666666666,"Sat",-30.7605148878996
"685",2014,11,2014-11-16,429,-171.666666666667,"Sun",-68.6897333993024
"686",2014,11,2014-11-17,666,65.3333333333334,"Mon",61.9603697403142
"687",2014,11,2014-11-18,711,110.333333333333,"Tues",85.6630780019496
"688",2014,11,2014-11-19,633,32.3333333333334,"Wed",13.1838052232286
"689",2014,11,2014-11-20,634,33.3333333333334,"Thurs",6.55139667252635
"690",2014,11,2014-11-21,677,76.3333333333334,"Fri",6.90150600009747
"691",2014,11,2014-11-22,511,-89.6666666666666,"Sat",-48.7605148878996
"692",2014,11,2014-11-23,425,-175.666666666667,"Sun",-72.6897333993024
"693",2014,11,2014-11-24,722,121.333333333333,"Mon",117.960369740314
"694",2014,11,2014-11-25,599,-1.66666666666663,"Tues",-26.3369219980504
"695",2014,11,2014-11-26,742,141.333333333333,"Wed",122.183805223229
"696",2014,11,2014-11-27,378,-222.666666666667,"Thurs",-249.448603327474
"697",2014,11,2014-11-28,444,-156.666666666667,"Fri",-226.098493999903
"698",2014,11,2014-11-29,394,-206.666666666667,"Sat",-165.7605148879
"699",2014,11,2014-11-30,377,-223.666666666667,"Sun",-120.689733399302
"700",2014,12,2014-12-01,644,58.4596774193549,"Mon",55.0867138263357
"701",2014,12,2014-12-02,611,25.4596774193549,"Tues",0.789422087971118
"702",2014,12,2014-12-03,569,-16.5403225806451,"Wed",-35.6898506907499
"703",2014,12,2014-12-04,606,20.4596774193549,"Thurs",-6.32225924145215
"704",2014,12,2014-12-05,671,85.4596774193549,"Fri",16.027850086119
"705",2014,12,2014-12-06,628,42.4596774193549,"Sat",83.3658291981219
"706",2014,12,2014-12-07,493,-92.5403225806451,"Sun",10.4366106867191
"707",2014,12,2014-12-08,578,-7.54032258064512,"Mon",-10.9132861736643
"708",2014,12,2014-12-09,645,59.4596774193549,"Tues",34.7894220879711
"709",2014,12,2014-12-10,649,63.4596774193549,"Wed",44.3101493092501
"710",2014,12,2014-12-11,668,82.4596774193549,"Thurs",55.6777407585479
"711",2014,12,2014-12-12,687,101.459677419355,"Fri",32.027850086119
"712",2014,12,2014-12-13,594,8.45967741935488,"Sat",49.3658291981219
"713",2014,12,2014-12-14,437,-148.540322580645,"Sun",-45.5633893132809
